original_country,original_city,original_date,description,country_modified_for_geo,city_modified_for_geo,date,sec_id,sec_name,id,glat,glon,gcity,gcountry,isGeocoded,split_added,original_line,start_time,end_time,start_time_form,end_time_form,elapsed_days
Vatican City,,24-Mar-98,Discussed the Kosovo crisis and the situation in Cuba with Vatican officials.,Vatican City,,,sec-25,Madeleine Korbel Albright,1968,41.902916,12.453389,,Vatican City,1,,,8.90716E+11,8.90802E+11,Tue Mar 24 1998 00:00:00 GMT-0500 (EST),Wed Mar 25 1998 00:00:00 GMT-0500 (EST),1
Germany,Bonn,"March 24���25, 1998",Attended a Contact Group ministerial meeting.,Germany,Bonn,,sec-25,Madeleine Korbel Albright,1969,50.73743,7.0982068,Bonn,Germany,1,,,8.90716E+11,8.90802E+11,Tue Mar 24 1998 00:00:00 GMT-0500 (EST),Wed Mar 25 1998 00:00:00 GMT-0500 (EST),1
Haiti,"Port-au-Prince, Jacmel",4-Apr-98,Met with President Preval and Haitian political leaders. Discussed narcotics control with Haitian and Dominican officials aboard USCG Dallas.,Haiti,Port-au-Prince,,sec-25,Madeleine Korbel Albright,1970,18.594395,-72.3074326,Port-au-Prince,Haiti,1,,,8.91666E+11,8.91752E+11,Sat Apr 04 1998 00:00:00 GMT-0500 (EST),Sun Apr 05 1998 00:00:00 GMT-0500 (EST),1
Trinidad and Tobago,"Crown Point, Port of Spain","April 4���6, 1998",Met with Prime Minister Panday and with Caricom Foreign Ministers.,Trinidad and Tobago,"Crown Point, Port of Spain",,sec-25,Madeleine Korbel Albright,1971,,,,,,,1,8.91666E+11,8.91835E+11,Sat Apr 04 1998 00:00:00 GMT-0500 (EST),Mon Apr 06 1998 00:00:00 GMT-0400 (EDT),2
Trinidad and Tobago,"Crown Point, Port of Spain","April 4���6, 1998",Met with Prime Minister Panday and with Caricom Foreign Ministers.,Trinidad and Tobago,Crown Point,,sec-25,Madeleine Korbel Albright,1972,11.1524268,-60.8347697,Crown Point,Trinidad and Tobago,1,1,,8.91666E+11,8.91752E+11,Sat Apr 04 1998 00:00:00 GMT-0500 (EST),Sun Apr 05 1998 00:00:00 GMT-0500 (EST),1
Trinidad and Tobago,"Crown Point, Port of Spain","April 4���6, 1998",Met with Prime Minister Panday and with Caricom Foreign Ministers.,Trinidad and Tobago,Port of Spain,,sec-25,Madeleine Korbel Albright,1973,10.6617016,-61.5194431,,Trinidad and Tobago,1,1,,8.91752E+11,8.91835E+11,Sun Apr 05 1998 00:00:00 GMT-0500 (EST),Mon Apr 06 1998 00:00:00 GMT-0400 (EDT),1
Chile,Santiago,"April 16���19, 1998",Accompanied President Clinton on a state visit and to the Second Summit of the Americas.,Chile,Santiago,,sec-25,Madeleine Korbel Albright,1974,-33.4488897,-70.6692655,,Chile,1,,,8.92699E+11,8.92958E+11,Thu Apr 16 1998 00:00:00 GMT-0400 (EDT),Sun Apr 19 1998 00:00:00 GMT-0400 (EDT),3
Japan,Tokyo,"April 28���29, 1998",Met with Prime Minister Hashimoto and Foreign Minister Obuchi. Signed amended Acquisitions and Cross-Servicing Agreement.,Japan,Tokyo,,sec-25,Madeleine Korbel Albright,1975,35.6894875,139.6917064,,Japan,1,,,8.93736E+11,8.93822E+11,Tue Apr 28 1998 00:00:00 GMT-0400 (EDT),Wed Apr 29 1998 00:00:00 GMT-0400 (EDT),1
China,Beijing,"April 29���May 1, 1998",Met with President Jiang and senior Chinese officials and made arrangements for President Clinton's state visit.,China,Beijing,,sec-25,Madeleine Korbel Albright,1976,39.904211,116.407395,Beijing,China,1,,,8.93822E+11,8.93995E+11,Wed Apr 29 1998 00:00:00 GMT-0400 (EDT),Fri May 01 1998 00:00:00 GMT-0400 (EDT),2
"Korea, Republic of",Seoul,"May 1���2, 1998",Met with President Kim and senior Korean officials.,"Korea, Republic of",Seoul,,sec-25,Madeleine Korbel Albright,1977,37.566535,126.9779692,Seoul,South Korea,1,,,8.93995E+11,8.94082E+11,Fri May 01 1998 00:00:00 GMT-0400 (EDT),Sat May 02 1998 00:00:00 GMT-0400 (EDT),1
Mongolia,Ulaanbaatar,2-May-98,Met with President Bagabandi and senior Mongolian officials and addressed the Great Hural.,Mongolia,Ulaanbaatar,,sec-25,Madeleine Korbel Albright,1978,47.8863988,106.9057439,Ulaanbaatar,Mongolia,1,,,8.94082E+11,8.94168E+11,Sat May 02 1998 00:00:00 GMT-0400 (EDT),Sun May 03 1998 00:00:00 GMT-0400 (EDT),1
United Kingdom,London,"May 3���9, 1998","Met with Prime Minister Blair, Israeli Prime Minister Netanyahu, and PLO Chairman Arafat. Attended G-8 Foreign Ministers' Meeting.",United Kingdom,London,,sec-25,Madeleine Korbel Albright,1979,51.5073509,-0.1277583,London,United Kingdom,1,,,8.94168E+11,8.94686E+11,Sun May 03 1998 00:00:00 GMT-0400 (EDT),Sat May 09 1998 00:00:00 GMT-0400 (EDT),6
United Kingdom,London,"May 17���18, 1998",Attended U.S.-EU Summit Meeting and met with PLO Chairman Arafat.,United Kingdom,London,,sec-25,Madeleine Korbel Albright,1980,51.5073509,-0.1277583,London,United Kingdom,1,,,8.95378E+11,8.95464E+11,Sun May 17 1998 00:00:00 GMT-0400 (EDT),Mon May 18 1998 00:00:00 GMT-0400 (EDT),1
Switzerland,Geneva,18-May-98,Attended ceremonies commemorating the 50th anniversary of GATT.,Switzerland,Geneva,,sec-25,Madeleine Korbel Albright,1981,46.2043907,6.1431577,Geneva,Switzerland,1,,,8.95464E+11,8.9555E+11,Mon May 18 1998 00:00:00 GMT-0400 (EDT),Tue May 19 1998 00:00:00 GMT-0400 (EDT),1
Luxembourg,Luxembourg,"May 28���29, 1998",Attended NATO Ministerial Meeting.,Luxembourg,Luxembourg,,sec-25,Madeleine Korbel Albright,1982,49.611621,6.1319346,Luxembourg City,Luxembourg,1,,,8.96328E+11,8.96414E+11,Thu May 28 1998 00:00:00 GMT-0400 (EDT),Fri May 29 1998 00:00:00 GMT-0400 (EDT),1
Venezuela,Caracas,"June 1���2, 1998",Attended OAS General Assembly meeting.,Venezuela,Caracas,,sec-25,Madeleine Korbel Albright,1983,10.4805937,-66.9036063,Caracas,Venezuela,1,,,8.96674E+11,8.9676E+11,Mon Jun 01 1998 00:00:00 GMT-0400 (EDT),Tue Jun 02 1998 00:00:00 GMT-0400 (EDT),1
Switzerland,Geneva,4-Jun-98,Discussed the India-Pakistan nuclear crisis with the Foreign Ministers of the permanent member states of the UN Security Council.,Switzerland,Geneva,,sec-25,Madeleine Korbel Albright,1984,46.2043907,6.1431577,Geneva,Switzerland,1,,,8.96933E+11,8.97019E+11,Thu Jun 04 1998 00:00:00 GMT-0400 (EDT),Fri Jun 05 1998 00:00:00 GMT-0400 (EDT),1
United Kingdom,London,12-Jun-98,Discussed the South Asian nuclear crisis and the Kosovo crisis with the G-8 Foreign Ministers.,United Kingdom,London,,sec-25,Madeleine Korbel Albright,1985,51.5073509,-0.1277583,London,United Kingdom,1,,,8.97624E+11,8.9771E+11,Fri Jun 12 1998 00:00:00 GMT-0400 (EDT),Sat Jun 13 1998 00:00:00 GMT-0400 (EDT),1
